text,threat_type,label
Charge whose send deal still threat.,normal,0
Drop next clear customer.,normal,0
Person agent contain health future majority act painting.,normal,0
That option test.,normal,0
Market pretty watch month up nearly they.,normal,0
Loss give series stand city.,normal,0
Morning wind prepare everyone threat car.,normal,0
Defense far education dinner line clearly sit.,normal,0
Sometimes safe sometimes responsibility.,normal,0
Serious behind born tend word standard above sound.,normal,0
Buy good time hold project.,normal,0
White fact long.,normal,0
Travel at keep role lead kind.,normal,0
Note particularly high. unauthorized access See miss require available behavior participant.,phishing,1
Short sit in mouth great fall. ransom Similar Democrat president nice.,ransomware,4
Tonight recently their senior trial after about.,normal,0
Ten unit someone ball white produce south beautiful.,normal,0
Case low home song deal evening term.,normal,0
Local whole nor available. attack Improve summer music everyone would rock hope.,ddos,3
Number performance technology top any. bitcoin Often push black choice manage raise ask.,ransomware,4
Trade PM worry upon.,normal,0
Strong professor produce cell draw environment laugh.,normal,0
Better drop might evidence drop generation position.,normal,0
Leader marriage tree within same think about. malicious file Difficult senior fill music maintain discover price.,malware,2
Continue four newspaper memory left but politics. unauthorized access Seek have ready.,phishing,1
Quite necessary finally choice. virus Television start cell each require human although.,malware,2
Public institution shoulder above design to but clearly. ransomware Far bit administration respond available sense.,ransomware,4
Four even however those situation see just experience. password Part discover position campaign.,phishing,1
Age rule city so national.,normal,0
Ahead hit own name help information.,normal,0
Hour difference technology.,normal,0
Popular idea thousand beat more. phishing Hold face might voice form growth upon.,phishing,1
Whom read religious there. ransomware Side fall wear box budget.,ransomware,4
Page another question. payment Take military like day.,ransomware,4
Yourself article yes common. DDoS Soon especially property myself training kid.,ddos,3
Value past bed receive.,normal,0
Some fish ahead card.,normal,0
Professional nice research single economy. server down All article still particularly keep wonder character.,ddos,3
Degree appear door heavy him.,normal,0
Bad move conference condition near could.,normal,0
However success deal social cover draw.,normal,0
Prove himself difficult.,normal,0
Himself too training really home save easy.,normal,0
Answer knowledge officer hand. exploit Detail author heart man sport gun popular.,malware,2
Turn lawyer player last point coach recent.,normal,0
A finally bed.,normal,0
Whose there serve current check past. unauthorized access Can teacher option production provide.,phishing,1
Different teacher party determine. overload Garden front significant crime say.,ddos,3
Attack network traditional another dinner policy. credentials Themselves notice matter expert provide central.,phishing,1
Picture address perform candidate one product big. botnet Weight everyone institution let clear visit.,ddos,3
His turn yard night try deep clear have.,normal,0
But ahead actually Congress. ransomware When century business unit hundred.,ransomware,4
Response away career pick.,normal,0
Purpose red impact recognize establish federal. bitcoin Yet bring move product weight who bag.,ransomware,4
Believe behind little only.,normal,0
Power box yourself. overload Scientist be money bring maybe conference director.,ddos,3
Heart property not want. bitcoin Record nor indeed approach end billion benefit.,ransomware,4
Stock on see price your do. overload Player authority bar resource establish everything.,ddos,3
Even policy community red remember lay check.,normal,0
Them name bar perform accept.,normal,0
North think Congress set.,normal,0
Make education fish career chance.,normal,0
Right loss shoulder rich film describe.,normal,0
Learn standard continue describe national together health. malicious file Bed six item understand soon.,malware,2
Strategy take early wait range.,normal,0
Three myself occur fight more majority. malware Relate which take fact star fish break.,malware,2
Wife more high his other clearly join serious.,normal,0
Instead evidence old each democratic gas nice make.,normal,0
Share office turn sometimes explain.,normal,0
See government none until. server down Level mention coach break.,ddos,3
Clearly society size live job use man ask. virus During onto mention.,malware,2
However subject raise. ransom Film leg health nothing.,ransomware,4
Fast measure reduce peace side break himself. phishing Investment include begin.,phishing,1
Week owner dinner cultural bar the.,normal,0
Ask get hold collection two.,normal,0
Organization send deep line toward name site health.,normal,0
Across without finish hold stay they his character.,normal,0
Know someone law subject throw spend carry win.,normal,0
Remember bring difference glass out plant standard everyone. reset your password Grow step several story break pay mother strategy.,phishing,1
Small seek industry pick stage agency. ransom Green church share enjoy see white according.,ransomware,4
